epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
175,791.754,0.57221,0.3749,0.89399,0.97168,0.58904,0.74468,0.49863,1.39842,1.48782,1.21986,0.0002774,0.0002774,0.0002774
176,796.522,0.56365,0.37925,0.87713,0.95015,0.60274,0.73812,0.5011,1.38086,1.5615,1.22988,0.0002675,0.0002675,0.0002675
177,801.185,0.57707,0.38986,0.89053,0.7934,0.57872,0.71405,0.48472,1.38376,1.64989,1.21009,0.0002576,0.0002576,0.0002576
178,805.934,0.61629,0.39752,0.89973,0.8512,0.54856,0.70681,0.46591,1.40548,1.60123,1.22577,0.0002477,0.0002477,0.0002477
179,810.921,0.58419,0.3825,0.89099,0.94992,0.51965,0.6911,0.46126,1.39917,1.70372,1.20996,0.0002378,0.0002378,0.0002378
180,815.635,0.58493,0.38296,0.88912,0.74739,0.60801,0.69728,0.46831,1.37995,1.57461,1.19372,0.0002279,0.0002279,0.0002279
181,820.338,0.56788,0.37174,0.87678,0.80956,0.65753,0.72051,0.47993,1.39555,1.52714,1.2369,0.000218,0.000218,0.000218
182,824.925,0.57615,0.39073,0.88676,0.82141,0.65753,0.7129,0.47441,1.41827,1.52821,1.23312,0.0002081,0.0002081,0.0002081
183,829.704,0.5787,0.37293,0.8817,0.88143,0.58904,0.71733,0.45401,1.44333,1.59262,1.25372,0.0001982,0.0001982,0.0001982
184,834.436,0.58689,0.38006,0.89621,0.78331,0.64374,0.71898,0.47055,1.38172,1.4882,1.21233,0.0001883,0.0001883,0.0001883
185,839.073,0.55977,0.36675,0.89003,0.79174,0.64384,0.72106,0.47341,1.38143,1.49593,1.21114,0.0001784,0.0001784,0.0001784
186,843.851,0.57306,0.37743,0.88179,0.78379,0.61644,0.71468,0.4744,1.39066,1.50448,1.21045,0.0001685,0.0001685,0.0001685
187,848.524,0.5582,0.37602,0.88349,0.75881,0.63014,0.71116,0.47695,1.39086,1.59962,1.2191,0.0001586,0.0001586,0.0001586
188,853.501,0.57971,0.38002,0.89848,0.85336,0.63779,0.72277,0.48883,1.38298,1.68485,1.2151,0.0001487,0.0001487,0.0001487
189,858.179,0.55426,0.36636,0.88375,0.82009,0.6245,0.71634,0.47364,1.41508,1.59277,1.23975,0.0001388,0.0001388,0.0001388
190,863.134,0.55727,0.37565,0.88512,0.77293,0.64384,0.70727,0.46888,1.39914,1.53303,1.23533,0.0001289,0.0001289,0.0001289
191,887.961,0.54716,0.3305,0.87008,0.79551,0.67123,0.71528,0.47369,1.40647,1.50925,1.24267,0.000119,0.000119,0.000119
192,892.329,0.52488,0.31595,0.87233,0.81143,0.64384,0.73091,0.48945,1.3779,1.53248,1.21079,0.0001091,0.0001091,0.0001091
193,896.949,0.49054,0.31182,0.8486,0.8366,0.63125,0.73105,0.49222,1.37685,1.48841,1.19766,9.92e-05,9.92e-05,9.92e-05
194,901.57,0.51049,0.31664,0.85818,0.82392,0.64102,0.72545,0.4848,1.35312,1.43782,1.17892,8.93e-05,8.93e-05,8.93e-05
195,906.076,0.4902,0.2979,0.86414,0.79172,0.67123,0.72201,0.48156,1.3536,1.4259,1.17975,7.94e-05,7.94e-05,7.94e-05
196,910.474,0.4942,0.30263,0.85246,0.8125,0.68493,0.72141,0.47807,1.34174,1.41203,1.17314,6.95e-05,6.95e-05,6.95e-05
197,914.783,0.48558,0.29739,0.8522,0.7903,0.67113,0.71097,0.46612,1.35314,1.40217,1.18381,5.96e-05,5.96e-05,5.96e-05
198,919.155,0.47432,0.29594,0.85615,0.78795,0.66179,0.71026,0.46441,1.37513,1.44151,1.19817,4.97e-05,4.97e-05,4.97e-05
199,923.522,0.48856,0.30053,0.85591,0.78289,0.64217,0.70202,0.46284,1.38038,1.46264,1.20664,3.98e-05,3.98e-05,3.98e-05
200,927.907,0.46708,0.28806,0.84023,0.76722,0.64384,0.70202,0.4583,1.37765,1.4628,1.21002,2.99e-05,2.99e-05,2.99e-05
