epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
182,36071.7,1.15288,0.60779,1.03485,0.79528,0.70173,0.74583,0.41236,1.37505,0.72352,1.16043,0.0010405,0.0010405,0.0010405
183,36197.1,1.13522,0.59859,1.02862,0.79656,0.70161,0.74657,0.41253,1.37523,0.72331,1.16059,0.000991,0.000991,0.000991
184,36309.7,1.14208,0.60326,1.0304,0.79526,0.70239,0.74657,0.41263,1.37473,0.72347,1.16037,0.0009415,0.0009415,0.0009415
185,38047,1.13665,0.59733,1.02986,0.79526,0.70239,0.7469,0.41274,1.37443,0.72317,1.16027,0.000892,0.000892,0.000892
186,38210.6,1.13414,0.59577,1.0279,0.79516,0.70239,0.7469,0.41295,1.37412,0.72291,1.16035,0.0008425,0.0008425,0.0008425
187,38363.1,1.12162,0.59657,1.02711,0.79518,0.7025,0.74757,0.4132,1.37394,0.72253,1.16053,0.000793,0.000793,0.000793
188,38512.8,1.13277,0.59168,1.02883,0.79521,0.70262,0.74738,0.41333,1.37352,0.72202,1.16051,0.0007435,0.0007435,0.0007435
189,38635.1,1.12073,0.59035,1.02496,0.79584,0.70195,0.74785,0.41367,1.37379,0.72147,1.16062,0.000694,0.000694,0.000694
190,38779.3,1.11453,0.58889,1.02502,0.79712,0.70186,0.74763,0.41355,1.37341,0.72136,1.16071,0.0006445,0.0006445,0.0006445
191,39164.5,1.10447,0.54677,1.00703,0.79717,0.70206,0.7474,0.41387,1.37342,0.72138,1.16097,0.000595,0.000595,0.000595
192,39319.6,1.08735,0.53486,0.99733,0.79719,0.70348,0.74816,0.41395,1.37382,0.72133,1.16146,0.0005455,0.0005455,0.0005455
193,39481,1.07375,0.5261,0.9953,0.79679,0.70259,0.74755,0.41396,1.37361,0.72125,1.16146,0.000496,0.000496,0.000496
194,39596.1,1.07173,0.52353,0.99496,0.79707,0.70293,0.74771,0.41398,1.37371,0.72148,1.16191,0.0004465,0.0004465,0.0004465
195,40169,1.0553,0.51707,0.98947,0.79704,0.70239,0.74729,0.41402,1.37378,0.72106,1.16217,0.000397,0.000397,0.000397
196,40318.2,1.04933,0.51528,0.98559,0.7984,0.70184,0.74696,0.41378,1.37334,0.72086,1.16231,0.0003475,0.0003475,0.0003475
197,40437.2,1.0512,0.5143,0.98635,0.79856,0.7025,0.74718,0.41414,1.37327,0.72095,1.1626,0.000298,0.000298,0.000298
198,40567.5,1.04529,0.51179,0.98601,0.8,0.70208,0.7476,0.4143,1.37339,0.72102,1.16275,0.0002485,0.0002485,0.0002485
199,42378.7,1.03949,0.50827,0.98021,0.8023,0.70161,0.74748,0.41422,1.37326,0.72126,1.16287,0.000199,0.000199,0.000199
200,42507.3,1.03646,0.508,0.98227,0.80233,0.70155,0.74767,0.41444,1.37306,0.72108,1.16312,0.0001495,0.0001495,0.0001495
